Game Date,Day of Week,Local Time,Time - ET,Game,Away Team,Home Team,Location
6/2/25,Monday,6:45 PM,9:45 PM,Padres at Giants,Padres,Giants,Oracle Park - San Francisco
6/2/25,Monday,6:40 PM,6:40 PM,Rockies at Marlins,Rockies,Marlins,loanDepot park - Miami
6/2/25,Monday,7:10 PM,7:10 PM,Angels at Red Sox,Angels,Red Sox,Fenway Park - Boston
6/2/25,Monday,7:10 PM,7:10 PM,Brewers at Reds,Brewers,Reds,Great American Ball Park - Cincinnati
6/2/25,Monday,6:40 PM,7:40 PM,Tigers at White Sox,Tigers,White Sox,Rate Field - Chicago
6/3/25,Tuesday,7:05 PM,10:05 PM,Twins at Athletics,Twins,Athletics,Sutter Health Park - Sacramento
6/3/25,Tuesday,7:07 PM,7:07 PM,Phillies at Blue Jays,Phillies,Blue Jays,Rogers Centre - Toronto
6/3/25,Tuesday,7:15 PM,7:15 PM,D-backs at Braves,D-backs,Braves,Truist Park - Atlanta
6/3/25,Tuesday,6:45 PM,7:45 PM,Royals at Cardinals,Royals,Cardinals,Busch Stadium - St. Louis
6/3/25,Tuesday,7:10 PM,10:10 PM,Mets at Dodgers,Mets,Dodgers,Dodger Stadium - Los Angeles
6/3/25,Tuesday,6:45 PM,9:45 PM,Padres at Giants,Padres,Giants,Oracle Park - San Francisco
6/3/25,Tuesday,6:40 PM,9:40 PM,Orioles at Mariners,Orioles,Mariners,T-Mobile Park - Seattle
6/3/25,Tuesday,6:40 PM,6:40 PM,Rockies at Marlins,Rockies,Marlins,loanDepot park - Miami
6/3/25,Tuesday,6:45 PM,6:45 PM,Cubs at Nationals,Cubs,Nationals,Nationals Park - Washington
6/3/25,Tuesday,6:40 PM,6:40 PM,Astros at Pirates,Astros,Pirates,PNC Park - Pittsburgh
6/3/25,Tuesday,7:35 PM,7:35 PM,Rangers at Rays,Rangers,Rays,George M. Steinbrenner Field - Tampa
6/3/25,Tuesday,7:10 PM,7:10 PM,Angels at Red Sox,Angels,Red Sox,Fenway Park - Boston
6/3/25,Tuesday,7:10 PM,7:10 PM,Brewers at Reds,Brewers,Reds,Great American Ball Park - Cincinnati
6/3/25,Tuesday,6:40 PM,7:40 PM,Tigers at White Sox,Tigers,White Sox,Rate Field - Chicago
6/3/25,Tuesday,7:05 PM,7:05 PM,Guardians at Yankees,Guardians,Yankees,Yankee Stadium - Bronx
6/4/25,Wednesday,7:05 PM,10:05 PM,Twins at Athletics,Twins,Athletics,Sutter Health Park - Sacramento
6/4/25,Wednesday,7:07 PM,7:07 PM,Phillies at Blue Jays,Phillies,Blue Jays,Rogers Centre - Toronto
6/4/25,Wednesday,7:15 PM,7:15 PM,D-backs at Braves,D-backs,Braves,Truist Park - Atlanta
6/4/25,Wednesday,6:45 PM,7:45 PM,Royals at Cardinals,Royals,Cardinals,Busch Stadium - St. Louis
6/4/25,Wednesday,7:10 PM,10:10 PM,Mets at Dodgers,Mets,Dodgers,Dodger Stadium - Los Angeles
6/4/25,Wednesday,6:45 PM,9:45 PM,Padres at Giants,Padres,Giants,Oracle Park - San Francisco
6/4/25,Wednesday,6:40 PM,9:40 PM,Orioles at Mariners,Orioles,Mariners,T-Mobile Park - Seattle
6/4/25,Wednesday,12:10 PM,12:10 PM,Rockies at Marlins,Rockies,Marlins,loanDepot park - Miami
6/4/25,Wednesday,6:45 PM,6:45 PM,Cubs at Nationals,Cubs,Nationals,Nationals Park - Washington
6/4/25,Wednesday,6:40 PM,6:40 PM,Astros at Pirates,Astros,Pirates,PNC Park - Pittsburgh
6/4/25,Wednesday,7:35 PM,7:35 PM,Rangers at Rays,Rangers,Rays,George M. Steinbrenner Field - Tampa
6/4/25,Wednesday,1:35 PM,1:35 PM,Angels at Red Sox,Angels,Red Sox,Fenway Park - Boston
6/4/25,Wednesday,12:40 PM,12:40 PM,Brewers at Reds,Brewers,Reds,Great American Ball Park - Cincinnati
6/4/25,Wednesday,6:40 PM,7:40 PM,Tigers at White Sox,Tigers,White Sox,Rate Field - Chicago
6/4/25,Wednesday,7:05 PM,7:05 PM,Guardians at Yankees,Guardians,Yankees,Yankee Stadium - Bronx
6/5/25,Thursday,12:35 PM,3:35 PM,Twins at Athletics,Twins,Athletics,Sutter Health Park - Sacramento
6/5/25,Thursday,3:07 PM,3:07 PM,Phillies at Blue Jays,Phillies,Blue Jays,Rogers Centre - Toronto
6/5/25,Thursday,12:15 PM,12:15 PM,D-backs at Braves,D-backs,Braves,Truist Park - Atlanta
6/5/25,Thursday,6:45 PM,7:45 PM,Royals at Cardinals,Royals,Cardinals,Busch Stadium - St. Louis
6/5/25,Thursday,1:10 PM,4:10 PM,Mets at Dodgers,Mets,Dodgers,Dodger Stadium - Los Angeles
6/5/25,Thursday,12:45 PM,3:45 PM,Padres at Giants,Padres,Giants,Oracle Park - San Francisco
6/5/25,Thursday,12:40 PM,3:40 PM,Orioles at Mariners,Orioles,Mariners,T-Mobile Park - Seattle
6/5/25,Thursday,6:45 PM,6:45 PM,Cubs at Nationals,Cubs,Nationals,Nationals Park - Washington
6/5/25,Thursday,6:40 PM,6:40 PM,Astros at Pirates,Astros,Pirates,PNC Park - Pittsburgh
6/5/25,Thursday,7:35 PM,7:35 PM,Rangers at Rays,Rangers,Rays,George M. Steinbrenner Field - Tampa
6/5/25,Thursday,1:10 PM,2:10 PM,Tigers at White Sox,Tigers,White Sox,Rate Field - Chicago
6/5/25,Thursday,7:05 PM,7:05 PM,Guardians at Yankees,Guardians,Yankees,Yankee Stadium - Bronx
6/6/25,Friday,6:38 PM,9:38 PM,Mariners at Angels,Mariners,Angels,Angel Stadium - Anaheim
6/6/25,Friday,7:05 PM,10:05 PM,Orioles at Athletics,Orioles,Athletics,Sutter Health Park - Sacramento
6/6/25,Friday,7:10 PM,8:10 PM,Padres at Brewers,Padres,Brewers,American Family Field - Milwaukee
6/6/25,Friday,7:15 PM,8:15 PM,Dodgers at Cardinals,Dodgers,Cardinals,Busch Stadium - St. Louis
6/6/25,Friday,7:15 PM,10:15 PM,Braves at Giants,Braves,Giants,Oracle Park - San Francisco
6/6/25,Friday,7:10 PM,7:10 PM,Astros at Guardians,Astros,Guardians,Progressive Field - Cleveland
6/6/25,Friday,6:45 PM,6:45 PM,Rangers at Nationals,Rangers,Nationals,Nationals Park - Washington
6/6/25,Friday,6:40 PM,6:40 PM,Phillies at Pirates,Phillies,Pirates,PNC Park - Pittsburgh
6/6/25,Friday,1:10 PM,1:10 PM,Marlins at Rays,Marlins,Rays,George M. Steinbrenner Field - Tampa
6/6/25,Friday,7:10 PM,7:10 PM,D-backs at Reds,D-backs,Reds,Great American Ball Park - Cincinnati
6/6/25,Friday,6:40 PM,8:40 PM,Mets at Rockies,Mets,Rockies,Coors Field - Denver
6/6/25,Friday,7:10 PM,7:10 PM,Cubs at Tigers,Cubs,Tigers,Comerica Park - Detroit
6/6/25,Friday,7:10 PM,8:10 PM,Blue Jays at Twins,Blue Jays,Twins,Target Field - Minneapolis
6/6/25,Friday,6:40 PM,7:40 PM,Royals at White Sox,Royals,White Sox,Rate Field - Chicago
6/6/25,Friday,7:05 PM,7:05 PM,Red Sox at Yankees,Red Sox,Yankees,Yankee Stadium - Bronx
6/7/25,Saturday,6:38 PM,9:38 PM,Mariners at Angels,Mariners,Angels,Angel Stadium - Anaheim
6/7/25,Saturday,7:05 PM,10:05 PM,Orioles at Athletics,Orioles,Athletics,Sutter Health Park - Sacramento
6/7/25,Saturday,6:35 PM,7:35 PM,Padres at Brewers,Padres,Brewers,American Family Field - Milwaukee
6/7/25,Saturday,1:15 PM,2:15 PM,Dodgers at Cardinals,Dodgers,Cardinals,Busch Stadium - St. Louis
6/7/25,Saturday,1:05 PM,4:05 PM,Braves at Giants,Braves,Giants,Oracle Park - San Francisco
6/7/25,Saturday,4:10 PM,4:10 PM,Astros at Guardians,Astros,Guardians,Progressive Field - Cleveland
6/7/25,Saturday,4:05 PM,4:05 PM,Rangers at Nationals,Rangers,Nationals,Nationals Park - Washington
6/7/25,Saturday,4:05 PM,4:05 PM,Phillies at Pirates,Phillies,Pirates,PNC Park - Pittsburgh
6/7/25,Saturday,4:10 PM,4:10 PM,Marlins at Rays,Marlins,Rays,George M. Steinbrenner Field - Tampa
6/7/25,Saturday,4:10 PM,4:10 PM,D-backs at Reds,D-backs,Reds,Great American Ball Park - Cincinnati
6/7/25,Saturday,7:40 PM,9:40 PM,Mets at Rockies,Mets,Rockies,Coors Field - Denver
6/7/25,Saturday,1:10 PM,1:10 PM,Cubs at Tigers,Cubs,Tigers,Comerica Park - Detroit
6/7/25,Saturday,1:10 PM,2:10 PM,Blue Jays at Twins,Blue Jays,Twins,Target Field - Minneapolis
6/7/25,Saturday,3:10 PM,4:10 PM,Royals at White Sox,Royals,White Sox,Rate Field - Chicago
6/7/25,Saturday,7:35 PM,7:35 PM,Red Sox at Yankees,Red Sox,Yankees,Yankee Stadium - Bronx
6/8/25,Sunday,1:07 PM,4:07 PM,Mariners at Angels,Mariners,Angels,Angel Stadium - Anaheim
6/8/25,Sunday,1:05 PM,4:05 PM,Orioles at Athletics,Orioles,Athletics,Sutter Health Park - Sacramento
6/8/25,Sunday,1:10 PM,2:10 PM,Padres at Brewers,Padres,Brewers,American Family Field - Milwaukee
6/8/25,Sunday,1:15 PM,2:15 PM,Dodgers at Cardinals,Dodgers,Cardinals,Busch Stadium - St. Louis
6/8/25,Sunday,1:05 PM,4:05 PM,Braves at Giants,Braves,Giants,Oracle Park - San Francisco
6/8/25,Sunday,1:40 PM,1:40 PM,Astros at Guardians,Astros,Guardians,Progressive Field - Cleveland
6/8/25,Sunday,1:35 PM,1:35 PM,Rangers at Nationals,Rangers,Nationals,Nationals Park - Washington
6/8/25,Sunday,1:35 PM,1:35 PM,Phillies at Pirates,Phillies,Pirates,PNC Park - Pittsburgh
6/8/25,Sunday,12:10 PM,12:10 PM,Marlins at Rays,Marlins,Rays,George M. Steinbrenner Field - Tampa
6/8/25,Sunday,1:40 PM,1:40 PM,D-backs at Reds,D-backs,Reds,Great American Ball Park - Cincinnati
6/8/25,Sunday,1:10 PM,3:10 PM,Mets at Rockies,Mets,Rockies,Coors Field - Denver
6/8/25,Sunday,1:40 PM,1:40 PM,Cubs at Tigers,Cubs,Tigers,Comerica Park - Detroit
6/8/25,Sunday,1:10 PM,2:10 PM,Blue Jays at Twins,Blue Jays,Twins,Target Field - Minneapolis
6/8/25,Sunday,1:10 PM,2:10 PM,Royals at White Sox,Royals,White Sox,Rate Field - Chicago
6/8/25,Sunday,,,Red Sox at Yankees - Time TBD,Red Sox,Yankees,Yankee Stadium - Bronx
6/9/25,Monday,6:38 PM,9:38 PM,Athletics at Angels,Athletics,Angels,Angel Stadium - Anaheim
6/9/25,Monday,6:40 PM,7:40 PM,Braves at Brewers,Braves,Brewers,American Family Field - Milwaukee
6/9/25,Monday,6:45 PM,7:45 PM,Blue Jays at Cardinals,Blue Jays,Cardinals,Busch Stadium - St. Louis
6/9/25,Monday,6:40 PM,9:40 PM,Mariners at D-backs,Mariners,D-backs,Chase Field - Phoenix
6/9/25,Monday,6:40 PM,6:40 PM,Reds at Guardians,Reds,Guardians,Progressive Field - Cleveland
6/9/25,Monday,6:40 PM,9:40 PM,Dodgers at Padres,Dodgers,Padres,Petco Park - San Diego
6/9/25,Monday,6:45 PM,6:45 PM,Cubs at Phillies,Cubs,Phillies,Citizens Bank Park - Philadelphia
6/9/25,Monday,6:40 PM,6:40 PM,Marlins at Pirates,Marlins,Pirates,PNC Park - Pittsburgh
6/9/25,Monday,7:10 PM,7:10 PM,Rays at Red Sox,Rays,Red Sox,Fenway Park - Boston
6/10/25,Tuesday,6:38 PM,9:38 PM,Athletics at Angels,Athletics,Angels,Angel Stadium - Anaheim
6/10/25,Tuesday,7:10 PM,8:10 PM,White Sox at Astros,White Sox,Astros,Daikin Park - Houston
6/10/25,Tuesday,6:40 PM,7:40 PM,Braves at Brewers,Braves,Brewers,American Family Field - Milwaukee
6/10/25,Tuesday,6:45 PM,7:45 PM,Blue Jays at Cardinals,Blue Jays,Cardinals,Busch Stadium - St. Louis
6/10/25,Tuesday,6:40 PM,9:40 PM,Mariners at D-backs,Mariners,D-backs,Chase Field - Phoenix
6/10/25,Tuesday,6:40 PM,6:40 PM,Reds at Guardians,Reds,Guardians,Progressive Field - Cleveland
6/10/25,Tuesday,7:10 PM,7:10 PM,Nationals at Mets,Nationals,Mets,Citi Field - Flushing
6/10/25,Tuesday,6:35 PM,6:35 PM,Tigers at Orioles,Tigers,Orioles,Oriole Park at Camden Yards - Baltimore
6/10/25,Tuesday,6:40 PM,9:40 PM,Dodgers at Padres,Dodgers,Padres,Petco Park - San Diego
6/10/25,Tuesday,6:45 PM,6:45 PM,Cubs at Phillies,Cubs,Phillies,Citizens Bank Park - Philadelphia
6/10/25,Tuesday,6:40 PM,6:40 PM,Marlins at Pirates,Marlins,Pirates,PNC Park - Pittsburgh
6/10/25,Tuesday,7:10 PM,7:10 PM,Rays at Red Sox,Rays,Red Sox,Fenway Park - Boston
6/10/25,Tuesday,6:40 PM,8:40 PM,Giants at Rockies,Giants,Rockies,Coors Field - Denver
6/10/25,Tuesday,6:40 PM,7:40 PM,Yankees at Royals,Yankees,Royals,Kauffman Stadium - Kansas City
6/10/25,Tuesday,6:40 PM,7:40 PM,Rangers at Twins,Rangers,Twins,Target Field - Minneapolis
6/11/25,Wednesday,1:07 PM,4:07 PM,Athletics at Angels,Athletics,Angels,Angel Stadium - Anaheim
6/11/25,Wednesday,7:10 PM,8:10 PM,White Sox at Astros,White Sox,Astros,Daikin Park - Houston
6/11/25,Wednesday,1:10 PM,2:10 PM,Braves at Brewers,Braves,Brewers,American Family Field - Milwaukee
6/11/25,Wednesday,1:15 PM,2:15 PM,Blue Jays at Cardinals,Blue Jays,Cardinals,Busch Stadium - St. Louis
6/11/25,Wednesday,12:40 PM,3:40 PM,Mariners at D-backs,Mariners,D-backs,Chase Field - Phoenix
6/11/25,Wednesday,1:10 PM,1:10 PM,Reds at Guardians,Reds,Guardians,Progressive Field - Cleveland
6/11/25,Wednesday,7:10 PM,7:10 PM,Nationals at Mets,Nationals,Mets,Citi Field - Flushing
6/11/25,Wednesday,6:35 PM,6:35 PM,Tigers at Orioles,Tigers,Orioles,Oriole Park at Camden Yards - Baltimore
6/11/25,Wednesday,1:10 PM,4:10 PM,Dodgers at Padres,Dodgers,Padres,Petco Park - San Diego
6/11/25,Wednesday,1:05 PM,1:05 PM,Cubs at Phillies,Cubs,Phillies,Citizens Bank Park - Philadelphia
6/11/25,Wednesday,12:35 PM,12:35 PM,Marlins at Pirates,Marlins,Pirates,PNC Park - Pittsburgh
6/11/25,Wednesday,7:10 PM,7:10 PM,Rays at Red Sox,Rays,Red Sox,Fenway Park - Boston
6/11/25,Wednesday,6:40 PM,8:40 PM,Giants at Rockies,Giants,Rockies,Coors Field - Denver
6/11/25,Wednesday,6:40 PM,7:40 PM,Yankees at Royals,Yankees,Royals,Kauffman Stadium - Kansas City
6/11/25,Wednesday,6:40 PM,7:40 PM,Rangers at Twins,Rangers,Twins,Target Field - Minneapolis
6/12/25,Thursday,7:10 PM,8:10 PM,White Sox at Astros,White Sox,Astros,Daikin Park - Houston
6/12/25,Thursday,6:40 PM,7:40 PM,Cardinals at Brewers,Cardinals,Brewers,American Family Field - Milwaukee
6/12/25,Thursday,7:05 PM,8:05 PM,Pirates at Cubs,Pirates,Cubs,Wrigley Field - Chicago
6/12/25,Thursday,1:10 PM,1:10 PM,Nationals at Mets,Nationals,Mets,Citi Field - Flushing
6/12/25,Thursday,6:35 PM,6:35 PM,Tigers at Orioles,Tigers,Orioles,Oriole Park at Camden Yards - Baltimore
6/12/25,Thursday,1:10 PM,3:10 PM,Giants at Rockies,Giants,Rockies,Coors Field - Denver
6/12/25,Thursday,6:40 PM,7:40 PM,Yankees at Royals,Yankees,Royals,Kauffman Stadium - Kansas City
6/12/25,Thursday,12:10 PM,1:10 PM,Rangers at Twins,Rangers,Twins,Target Field - Minneapolis
6/13/25,Friday,7:10 PM,8:10 PM,Twins at Astros,Twins,Astros,Daikin Park - Houston
6/13/25,Friday,7:15 PM,7:15 PM,Rockies at Braves,Rockies,Braves,Truist Park - Atlanta
6/13/25,Friday,7:10 PM,8:10 PM,Cardinals at Brewers,Cardinals,Brewers,American Family Field - Milwaukee
6/13/25,Friday,1:20 PM,2:20 PM,Pirates at Cubs,Pirates,Cubs,Wrigley Field - Chicago
6/13/25,Friday,6:40 PM,9:40 PM,Padres at D-backs,Padres,D-backs,Chase Field - Phoenix
6/13/25,Friday,7:10 PM,10:10 PM,Giants at Dodgers,Giants,Dodgers,Dodger Stadium - Los Angeles
6/13/25,Friday,7:10 PM,10:10 PM,Guardians at Mariners,Guardians,Mariners,T-Mobile Park - Seattle
6/13/25,Friday,7:10 PM,7:10 PM,Rays at Mets,Rays,Mets,Citi Field - Flushing
6/13/25,Friday,6:45 PM,6:45 PM,Marlins at Nationals,Marlins,Nationals,Nationals Park - Washington
6/13/25,Friday,7:05 PM,7:05 PM,Angels at Orioles,Angels,Orioles,Oriole Park at Camden Yards - Baltimore
6/13/25,Friday,6:45 PM,6:45 PM,Blue Jays at Phillies,Blue Jays,Phillies,Citizens Bank Park - Philadelphia
6/13/25,Friday,7:05 PM,8:05 PM,White Sox at Rangers,White Sox,Rangers,Globe Life Field - Arlington
6/13/25,Friday,7:10 PM,7:10 PM,Yankees at Red Sox,Yankees,Red Sox,Fenway Park - Boston
6/13/25,Friday,7:10 PM,8:10 PM,Athletics at Royals,Athletics,Royals,Kauffman Stadium - Kansas City
6/13/25,Friday,7:10 PM,7:10 PM,Reds at Tigers,Reds,Tigers,Comerica Park - Detroit
6/14/25,Saturday,3:10 PM,4:10 PM,Twins at Astros,Twins,Astros,Daikin Park - Houston
6/14/25,Saturday,4:10 PM,4:10 PM,Rockies at Braves,Rockies,Braves,Truist Park - Atlanta
6/14/25,Saturday,3:10 PM,4:10 PM,Cardinals at Brewers,Cardinals,Brewers,American Family Field - Milwaukee
6/14/25,Saturday,1:20 PM,2:20 PM,Pirates at Cubs,Pirates,Cubs,Wrigley Field - Chicago
6/14/25,Saturday,4:15 PM,7:15 PM,Padres at D-backs,Padres,D-backs,Chase Field - Phoenix
6/14/25,Saturday,7:10 PM,10:10 PM,Giants at Dodgers,Giants,Dodgers,Dodger Stadium - Los Angeles
6/14/25,Saturday,6:40 PM,9:40 PM,Guardians at Mariners,Guardians,Mariners,T-Mobile Park - Seattle
6/14/25,Saturday,4:10 PM,4:10 PM,Rays at Mets,Rays,Mets,Citi Field - Flushing
6/14/25,Saturday,4:05 PM,4:05 PM,Marlins at Nationals,Marlins,Nationals,Nationals Park - Washington
6/14/25,Saturday,4:05 PM,4:05 PM,Angels at Orioles,Angels,Orioles,Oriole Park at Camden Yards - Baltimore
6/14/25,Saturday,4:05 PM,4:05 PM,Blue Jays at Phillies,Blue Jays,Phillies,Citizens Bank Park - Philadelphia
6/14/25,Saturday,3:05 PM,4:05 PM,White Sox at Rangers,White Sox,Rangers,Globe Life Field - Arlington
6/14/25,Saturday,7:15 PM,7:15 PM,Yankees at Red Sox,Yankees,Red Sox,Fenway Park - Boston
6/14/25,Saturday,3:10 PM,4:10 PM,Athletics at Royals,Athletics,Royals,Kauffman Stadium - Kansas City
6/14/25,Saturday,1:10 PM,1:10 PM,Reds at Tigers,Reds,Tigers,Comerica Park - Detroit
6/15/25,Sunday,1:10 PM,2:10 PM,Twins at Astros,Twins,Astros,Daikin Park - Houston
6/15/25,Sunday,1:35 PM,1:35 PM,Rockies at Braves,Rockies,Braves,Truist Park - Atlanta
6/15/25,Sunday,1:10 PM,2:10 PM,Cardinals at Brewers,Cardinals,Brewers,American Family Field - Milwaukee
6/15/25,Sunday,1:20 PM,2:20 PM,Pirates at Cubs,Pirates,Cubs,Wrigley Field - Chicago
6/15/25,Sunday,1:10 PM,4:10 PM,Padres at D-backs,Padres,D-backs,Chase Field - Phoenix
6/15/25,Sunday,1:10 PM,4:10 PM,Giants at Dodgers,Giants,Dodgers,Dodger Stadium - Los Angeles
6/15/25,Sunday,1:10 PM,4:10 PM,Guardians at Mariners,Guardians,Mariners,T-Mobile Park - Seattle
6/15/25,Sunday,1:40 PM,1:40 PM,Rays at Mets,Rays,Mets,Citi Field - Flushing
6/15/25,Sunday,1:35 PM,1:35 PM,Marlins at Nationals,Marlins,Nationals,Nationals Park - Washington
6/15/25,Sunday,1:35 PM,1:35 PM,Angels at Orioles,Angels,Orioles,Oriole Park at Camden Yards - Baltimore
6/15/25,Sunday,1:35 PM,1:35 PM,Blue Jays at Phillies,Blue Jays,Phillies,Citizens Bank Park - Philadelphia
6/15/25,Sunday,1:35 PM,2:35 PM,White Sox at Rangers,White Sox,Rangers,Globe Life Field - Arlington
6/15/25,Sunday,,,Yankees at Red Sox - Time TBD,Yankees,Red Sox,Fenway Park - Boston
6/15/25,Sunday,1:10 PM,2:10 PM,Athletics at Royals,Athletics,Royals,Kauffman Stadium - Kansas City
6/15/25,Sunday,1:40 PM,1:40 PM,Reds at Tigers,Reds,Tigers,Comerica Park - Detroit
6/16/25,Monday,7:05 PM,10:05 PM,Astros at Athletics,Astros,Athletics,Sutter Health Park - Sacramento
6/16/25,Monday,7:10 PM,10:10 PM,Padres at Dodgers,Padres,Dodgers,Dodger Stadium - Los Angeles
6/16/25,Monday,6:40 PM,9:40 PM,Red Sox at Mariners,Red Sox,Mariners,T-Mobile Park - Seattle
6/16/25,Monday,6:40 PM,6:40 PM,Phillies at Marlins,Phillies,Marlins,loanDepot park - Miami
6/16/25,Monday,6:45 PM,6:45 PM,Rockies at Nationals,Rockies,Nationals,Nationals Park - Washington
6/16/25,Monday,7:35 PM,7:35 PM,Orioles at Rays,Orioles,Rays,George M. Steinbrenner Field - Tampa
6/16/25,Monday,7:05 PM,7:05 PM,Angels at Yankees,Angels,Yankees,Yankee Stadium - Bronx
6/17/25,Tuesday,7:05 PM,10:05 PM,Astros at Athletics,Astros,Athletics,Sutter Health Park - Sacramento
6/17/25,Tuesday,7:07 PM,7:07 PM,D-backs at Blue Jays,D-backs,Blue Jays,Rogers Centre - Toronto
6/17/25,Tuesday,7:15 PM,7:15 PM,Mets at Braves,Mets,Braves,Truist Park - Atlanta
6/17/25,Tuesday,7:05 PM,8:05 PM,Brewers at Cubs,Brewers,Cubs,Wrigley Field - Chicago
6/17/25,Tuesday,7:10 PM,10:10 PM,Padres at Dodgers,Padres,Dodgers,Dodger Stadium - Los Angeles
6/17/25,Tuesday,6:45 PM,9:45 PM,Guardians at Giants,Guardians,Giants,Oracle Park - San Francisco
6/17/25,Tuesday,6:40 PM,9:40 PM,Red Sox at Mariners,Red Sox,Mariners,T-Mobile Park - Seattle
6/17/25,Tuesday,6:40 PM,6:40 PM,Phillies at Marlins,Phillies,Marlins,loanDepot park - Miami
6/17/25,Tuesday,6:45 PM,6:45 PM,Rockies at Nationals,Rockies,Nationals,Nationals Park - Washington
6/17/25,Tuesday,7:05 PM,8:05 PM,Royals at Rangers,Royals,Rangers,Globe Life Field - Arlington
6/17/25,Tuesday,7:35 PM,7:35 PM,Orioles at Rays,Orioles,Rays,George M. Steinbrenner Field - Tampa
6/17/25,Tuesday,7:10 PM,7:10 PM,Twins at Reds,Twins,Reds,Great American Ball Park - Cincinnati
6/17/25,Tuesday,6:40 PM,6:40 PM,Pirates at Tigers,Pirates,Tigers,Comerica Park - Detroit
6/17/25,Tuesday,6:40 PM,7:40 PM,Cardinals at White Sox,Cardinals,White Sox,Rate Field - Chicago
6/17/25,Tuesday,7:05 PM,7:05 PM,Angels at Yankees,Angels,Yankees,Yankee Stadium - Bronx
6/18/25,Wednesday,7:05 PM,10:05 PM,Astros at Athletics,Astros,Athletics,Sutter Health Park - Sacramento
6/18/25,Wednesday,7:07 PM,7:07 PM,D-backs at Blue Jays,D-backs,Blue Jays,Rogers Centre - Toronto
6/18/25,Wednesday,7:15 PM,7:15 PM,Mets at Braves,Mets,Braves,Truist Park - Atlanta
6/18/25,Wednesday,7:05 PM,8:05 PM,Brewers at Cubs,Brewers,Cubs,Wrigley Field - Chicago
6/18/25,Wednesday,7:10 PM,10:10 PM,Padres at Dodgers,Padres,Dodgers,Dodger Stadium - Los Angeles
6/18/25,Wednesday,6:45 PM,9:45 PM,Guardians at Giants,Guardians,Giants,Oracle Park - San Francisco
6/18/25,Wednesday,1:10 PM,4:10 PM,Red Sox at Mariners,Red Sox,Mariners,T-Mobile Park - Seattle
6/18/25,Wednesday,6:40 PM,6:40 PM,Phillies at Marlins,Phillies,Marlins,loanDepot park - Miami
6/18/25,Wednesday,6:45 PM,6:45 PM,Rockies at Nationals,Rockies,Nationals,Nationals Park - Washington
6/18/25,Wednesday,7:05 PM,8:05 PM,Royals at Rangers,Royals,Rangers,Globe Life Field - Arlington
6/18/25,Wednesday,7:35 PM,7:35 PM,Orioles at Rays,Orioles,Rays,George M. Steinbrenner Field - Tampa
6/18/25,Wednesday,7:10 PM,7:10 PM,Twins at Reds,Twins,Reds,Great American Ball Park - Cincinnati
6/18/25,Wednesday,6:40 PM,6:40 PM,Pirates at Tigers,Pirates,Tigers,Comerica Park - Detroit
6/18/25,Wednesday,6:40 PM,7:40 PM,Cardinals at White Sox,Cardinals,White Sox,Rate Field - Chicago
6/18/25,Wednesday,7:05 PM,7:05 PM,Angels at Yankees,Angels,Yankees,Yankee Stadium - Bronx
6/19/25,Thursday,7:05 PM,10:05 PM,Astros at Athletics,Astros,Athletics,Sutter Health Park - Sacramento
6/19/25,Thursday,3:07 PM,3:07 PM,D-backs at Blue Jays,D-backs,Blue Jays,Rogers Centre - Toronto
6/19/25,Thursday,7:15 PM,7:15 PM,Mets at Braves,Mets,Braves,Truist Park - Atlanta
6/19/25,Thursday,1:20 PM,2:20 PM,Brewers at Cubs,Brewers,Cubs,Wrigley Field - Chicago
6/19/25,Thursday,7:10 PM,10:10 PM,Padres at Dodgers,Padres,Dodgers,Dodger Stadium - Los Angeles
6/19/25,Thursday,1:05 PM,4:05 PM,Guardians at Giants,Guardians,Giants,Oracle Park - San Francisco
6/19/25,Thursday,6:40 PM,6:40 PM,Phillies at Marlins,Phillies,Marlins,loanDepot park - Miami
6/19/25,Thursday,1:05 PM,1:05 PM,Rockies at Nationals,Rockies,Nationals,Nationals Park - Washington
6/19/25,Thursday,1:35 PM,2:35 PM,Royals at Rangers,Royals,Rangers,Globe Life Field - Arlington
6/19/25,Thursday,7:35 PM,7:35 PM,Orioles at Rays,Orioles,Rays,George M. Steinbrenner Field - Tampa
6/19/25,Thursday,12:40 PM,12:40 PM,Twins at Reds,Twins,Reds,Great American Ball Park - Cincinnati
6/19/25,Thursday,1:10 PM,1:10 PM,Pirates at Tigers,Pirates,Tigers,Comerica Park - Detroit
6/19/25,Thursday,1:10 PM,2:10 PM,Cardinals at White Sox,Cardinals,White Sox,Rate Field - Chicago
6/19/25,Thursday,1:05 PM,1:05 PM,Angels at Yankees,Angels,Yankees,Yankee Stadium - Bronx
6/20/25,Friday,6:38 PM,9:38 PM,Astros at Angels,Astros,Angels,Angel Stadium - Anaheim
6/20/25,Friday,7:05 PM,10:05 PM,Guardians at Athletics,Guardians,Athletics,Sutter Health Park - Sacramento
